Channel Parameters
StreamOrder
10,1,  'Bw     HLINK   ChSSlp   MannN'
1,     1.6,    0.02,   0.03,    .350000000
2,     2.4,    0.02,   0.03,    .350000000
3,     3.5,    0.02,   0.03,    .080828290
4,     5.3,    0.03,   0.04,    .051152684
5,     7.4,    0.03,   0.04,    .020000000
6,     11.,    0.03,   0.04,    .050000000
7,     14.,    0.03,   0.04,    .040000000
8,     16.,    0.10,   0.04,    .030000000
9,     26.,    0.30,   0.05,    0.02
10,    110.,    0.30,   0.10,   0.02
